ID	Name	Glottocode	Family	Words
443	Kubachi	kuba1248	Northeast Caucasian	101
312	Catalan	stan1289	Indo-European	99
140	Latvian	latv1249	Indo-European	91
114	Old English	stan1293	Indo-European	84
118	Macedonian	mace1250	Indo-European	83
234	Slovak	slov1269	Indo-European	80
204	Telugu	telu1262	Dravidian	76
180	Ossetian	osse1243	Indo-European	74
220	Romani	roma1329 	Indo-European	73
190	Slovenian	slov1268	Indo-European	72
155	Old Church Slavonic	chur1257	Indo-European	69
817	Galician	gali1258	Indo-European	69
208	Welsh	wels1247	Indo-European	68
290	Javanese	java1254	Austronesian	67
340	Chaha	seba1251	Afro-Asiatic	65
134	Udi	udii1243	Northeast Caucasian	61
236	Old Norse	oldn1244	Indo-European	60
382	Soqotri	soqo1240	Afro-Asiatic	60
293	Classical Armenian	clas1249	Indo-European	59
357	Modern Written Arabic	stan1318	Afro-Asiatic	59
326	Balinese	bali1278	Austronesian	56
78	Jarawara	jama1261	Arawan	55
229	Old Irish	oldi1245	Indo-European	53
345	Albanian	alba1267	Indo-European	53
494	Somali	soma1255	Afro-Asiatic	53
52	Kurux	kuru1301	Dravidian	50
420	Hindi	hind1269	Indo-European	49
124	Chuvash	chuv1255	Altaic	48
1532	Oriya	oriy1255	Indo-European	47
258	Syriac	clas1252	Afro-Asiatic	46
209	Breton	bret1244	Indo-European	44
38	Georgian	nucl1302	Kartvelian	42
396	Livvi-Karelian	livv1243	Uralic	42
583	Botlikh	botl1242	Northeast Caucasian	42
164	Avar	avar1256	Northeast Caucasian	41
578	Hiligaynon	hili1240	Austronesian	41
629	Rutul	rutu1240	Northeast Caucasian	41
51	Fula	fula1264	Atlantic–Congo	40
112	Korean	kore1280	Altaic	40
582	Modern Mon	monn1252	Austroasiatic	39
146	Hausa	haus1257	Afro-Asiatic	38
1154	Cantonese Chinese	cant1236	Sino-Tibetan	38
559	Waray	wara1300	Austronesian	37
168	Kyrghyz	kirg1245	Altaic	36
226	Old French	oldf1239	Indo-European	36
125	Karakhanid Uighur	uigh1240	Altaic	34
288	Hawaiian	hawa1245	Austronesian	34
348	Navajo	nava1243	Na-Dené	34
70	Itelmen	itel1242	Chukotko-Kamchatkan	33
143	Uzbek	uzbe1247	Altaic	33
544	Shan	shan1277	Kra–Dai	33
81	Kui (India)	kuii1252	Dravidian	32
44	Medieval Latin	medi1250	Indo-European	31
228	Gothic	goth1244	Indo-European	31
308	Basque	basq1248	Basque	31
328	Brahui	brah1256	Dravidian	31
113	Kurdish	kurd1259	Indo-European	30
147	Old High German	stan1295	Indo-European	30
152	Kildin Saami	kild1236	Uralic	30
202	Malayalam	mala1464	Dravidian	30
840	Luxembourgish	luxe1241	Indo-European	30
249	Manchu	manc1252	Altaic	29
579	Ilocano	ilok1237	Austronesian	29
128	Lak	lakk1252	Northeast Caucasian	28
131	Arabic	stan1318	Afro-Asiatic	28
133	Modern Hebrew	hebr1245	Afro-Asiatic	28
212	Kumyk	kumy1244	Altaic	28
6	Middle English	midd1317	Indo-European	27
9	Lower Sorbian	lowe1385	Indo-European	27
223	Nanai	nana1257	Altaic	27
231	Khakas	khak1248	Altaic	26
365	Maranao	mara1404	Austronesian	26
379	Jewish Aramaic	nort3242	Afro-Asiatic	26
28	Nahuatl	azte1234	Uto-Aztecan	25
115	Turkmen	turk1304	Altaic	25
186	Uighur	uigh1240	Altaic	25
154	Bagvalal	bagv1239	Northeast Caucasian	24
156	Serbo-Croatian	sout1528	Indo-European	24
162	Chamalal	cham1309	Northeast Caucasian	24
189	Tajiki	taji1245	Indo-European	24
572	Guarani	para1311	Tupian	24
108	Archi	arch1244	Northeast Caucasian	23
215	Yir Yoront	yiry1245	Pama–Nyungan	23
372	Malagasy	plat1254	Austronesian	23
842	Bengali	beng1280	Indo-European	23
87	Tahitian	tahi1242	Austronesian	22
177	Pashto	pash1269	Indo-European	22
611	Otomi	otom1300	Oto-Manguean	22
1185	Assamese	assa1263	Indo-European	22
172	Bezhta	bezh1248	Northeast Caucasian	21
501	Wintu	nucl1651	Wintuan	21
863	Scottish Gaelic	scot1245	Indo-European	21
1438	Ojibwe 	ojib1241	Algic	21
62	Quechua	cusc1236	Quechuan	20
317	Chechen	chec1245	Northeast Caucasian	20
14	Batak Toba	bata1289	Austronesian	19
145	Karata	kara1474	Northeast Caucasian	19
182	Mansi	mans1269	Uralic	19
325	Oromo	nucl1701	Afro-Asiatic	19
343	Hup	hupd1244	Naduhup	19
397	Tver Karelian	tver1240	Uralic	19
558	White Hmong (Hmong Daw)	hmong1333	Hmong–Mien	19
693	Punjabi	panj1256	Indo-European	19
845	Cham	east2563	Austronesian	19
1303	Doromu-Koki	doro1266	Trans–New Guinea	19
31	Abkhaz	abkh1244	Northwest Caucasian	18
83	Tzotzil	tzot1259	Mayan	18
267	Avestan	aves1237	Indo-European	18
287	Alabama	alab1237	Muskogean	18
314	Rapanui	rapa1244	Austronesian	18
337	Cebuano	cebu1242	Austronesian	18
624	Marathi	mara1378	Indo-European	18
1067	New Latin	lati1261	Indo-European	18
80	Occitan	occi1239	Indo-European	17
92	Faroese	faro1244	Indo-European	17
235	Church Slavonic	chur1257	Indo-European	17
253	Nogai	noga1249	Altaic	17
605	Kaingang	kain1271	Macro-Jê	17
835	Afrikaans	afri1274	Indo-European	17
1436	Nez Perce (Nimipuutímt)	nezp1238	Plateau Penutian	17
43	Niuean	niue1239	Austronesian	16
93	Cherokee	cher1273	Iroquoian	16
364	Upper Sorbian	uppe1395	Indo-European	16
700	Shipibo-Conibo	ship1253	Panoan	16
1231	Aromanian	arom1237	Indo-European	16
1445	Mairasi	nucl1594	Mairasi	16
187	Karachay-Balkar	kara1465	Altaic	15
297	Ket	kett1243	Yeniseian	15
529	Lakota	lako1247	Siouan	15
622	Gurindji	guri1247	Pama–Nyungan	15
747	Q'eqchi'	kekc1242	Mayan	15
896	Manda (of India)	mand1413	Dravidian	15
904	Pengo	peng1244	Dravidian	15
1192	West Frisian	west2354	Indo-European	15
1320	Ngardi	ngar1288	Pama–Nyungan	15
67	Khinalug	khin1240	Northeast Caucasian	14
262	Shughni	shug1248	Indo-European	14
281	Takia	taki1248	Austronesian	14
360	Yoruba	yoru1245	Atlantic–Congo	14
805	Skolt Sami	skol1241	Uralic	14
820	Crimean Tatar	crim1257	Altaic	14
1340	Luiseño	luis1253	Uto-Aztecan	14
127	Old Turkic	oldt1247	Altaic	13
214	Dargwa (literary)	darg1241	Northeast Caucasian	13
230	Hittite	hitt1242	Indo-European	13
411	Hopi	hopi1249	Uto-Aztecan	13
547	Yegha	kora1294	Trans–New Guinea	13
694	Gawwada (Ale)	gaww1239	Afro-Asiatic	13
897	Bosnian	bosn1245	Indo-European	13
1156	Southern Min (Min Nan)	minn1241	Sino-Tibetan	13
366	Jewish Palestinian Aramaic	pale1261	Afro-Asiatic	12
469	Telefol	tele1256	Trans–New Guinea	12
603	Marquesan	nort2845	Austronesian	12
617	Tongan	tong1325	Austronesian	12
821	Southern Altai	sout2694	Altaic	12
1147	Late Latin	late1252	Indo-European	12
1201	Tlingit	Na-Dene	Tlingit	12
35	Romansh	roma1326	Indo-European	11
37	Mehri	mehr1241	Afro-Asiatic	11
59	Shor	shor1247	Altaic	11
69	Sumerian	sume1241	Sumerian	11
95	Egyptian	egyp1246	Afro-Asiatic	11
213	Khanty	khan1273	Uralic	11
284	Brazilian Portuguese	 braz1246	Indo-European	11
305	Ginukh	hinu1240	Northeast Caucasian	11
350	Godoberi	ghod1238	Northeast Caucasian	11
352	Samoan	samo1305	Austronesian	11
417	Aleut	aleu1260	Eskimo–Aleut	11
606	Eastern Wichí	wich1263	Matacoan	11
612	Seychellois Creole	sese1246	French-based creole	11
614	Cofán	cofa1242	Cofán	11
630	Khwarshi	khwa1239	Northeast Caucasian	11
635	Kanuri	kanu1279	Saharan	11
653	Colorado (Tsafiki)	colo1256	Barbacoan	11
909	Kawi (Old Javanese)	kawi1241	Austronesian	11
931	Wolio	woli1241	Austronesian	11
992	Rotuman	rotu1241	Austronesian	11
1297	Masai	masa1300	Saharan	11
1308	Kombio	komb1272	Torricelli	11
41	Tolai (Kuanua)	kuan1248	Austronesian	10
167	Karakalpak	kara1467	Altaic	10
192	Tindi	tind1238	Northeast Caucasian	10
203	Tulu	tulu1258	Dravidian	10
240	Middle Persian (Pahlavi)	pahl1241	Indo-European	10
251	Ottoman Turkish	otto1234	Altaic	10
285	Paiwan	paiw1248	Austronesian	10
295	Kashub	kash1274	Indo-European	10
320	Yaghnobi	yagn1238	Indo-European	10
349	Hunzib	hunz1247	Northeast Caucasian	10
409	Mwotlap	motl1237	Austronesian	10
421	Greenlandic Inuit	gree1280	Eskimo–Aleut	10
525	Seri	seri1257	Hokan	10
569	Kichwa	colo1257	Quechuan	10
576	Buginese	bugi1244	Austronesian	10
602	Nepali	nepa1254	Indo-European	10
690	Akhvakh	akhv1239	Northeast Caucasian	10
702	Tai Nuea (Dehong)	tain1252	Kra–Dai	10
738	Yuwana (Hodï)	yuwa1244	Yuwana (Hodï)	10
792	Kali'na (Carib)	gali1262	Cariban	10
826	Gondi	nort3258	Dravidian	10
914	Bikol	biko1240	Austronesian	10
1080	Makassarese	maka1311	Austronesian	10
1245	Koasati	koas1236	Muskogean	10
1254	Livonian	livv1244	Uralic	10
1264	Mojave	moha1256	Yuman	10
1448	Pela (Bolo)	pela1242	Sino-Tibetan	10
3	Mikir	karb1241	Sino-Tibetan	9
10	Middle High German	stan1295	Indo-European	9
46	Tok Pisin	tokp1240	English-based creole	9
64	Kapampangan	pamp1243	Austronesian	9
94	Old Sweden	None	Indo-European	9
107	Byzantine Greek	medi1251	Indo-European	9
120	Kalmyk	kalm1243	Altaic	9
188	Nenets	nene1249	Uralic	9
206	Pitjantjatjara	pitj1243	Pama–Nyungan	9
266	Dari	dari1249	Indo-European	9
316	Choctaw	choc1276	Muskogean	9
322	Classical Persian	midd1352	Indo-European	9
341	Yiddish	yidd1255	Indo-European	9
363	Lushai	lush1249	Sino-Tibetan	9
497	Chʼol	chol1282	Mayan	9
509	Ventureño	vent1242	Chumashan	9
545	Fijian	fiji1243	Austronesian	9
640	Rennellese	renn1242	Austronesian	9
825	Malto (Sauria Paharia, references do not distinguish from Kumarbhag Paharia)	saur1249	Dravidian	9
839	Ngadha	ngad1261	Austronesian	9
906	Iban	iban1264	Austronesian	9
1129	Tunebo (Uwa)	tune1260	Chibchan	9
1283	Sursurunga	surs1246	Austronesian	9
1298	Dinka	dink1262	Saharan	9
1304	Fataluku	fata1247	Trans–New Guinea	9
1311	Ambulas (Abelam)	ambu1247	Sepik	9
1339	Ute	utee1244	Uto-Aztecan	9
1441	Igbo	nucl1417	Niger–Congo	9
1444	Narak	nara1264	Trans–New Guinea	9
27	Kilivila	kili1267	Austronesian	8
29	Wolane	wola1253	Afro-Asiatic	8
34	Thao	thao1240	Austronesian	8
72	Ilokano	ilok1237	Austronesian	8
88	Pangasinan	pang1290	Austronesian	8
98	Amis	amis1246	Austronesian	8
170	Kabardian	kaba1278	Northwest Caucasian	8
193	Kryts	kryt1240	Northeast Caucasian	8
205	Kâte	kate1253	Trans–New Guinea	8
225	Oyrot	sout2694	Altaic	8
259	Jibbali	sheh1240	Afro-Asiatic	8
321	Tsez	dido1241	Northeast Caucasian	8
403	Yidiñ	yidi1250	Pama–Nyungan	8
436	Warlpiri	warl1254	Pama–Nyungan	8
440	Ngarluma	ngar1287	Pama–Nyungan	8
460	West Kewa	west2599	Trans–New Guinea	8
477	Kyaka	kyak1244	Engan	8
551	Grass Koiarj	gras1249	Trans–New Guinea	8
571	Koreguaje	kore1283	Tucanoan	8
591	Kuvi	kuvi1243	Dravidian	8
597	Saramaccan	sara1340	English–Portuguese-based creole	8
615	Andi	andi1255	Northeast Caucasian	8
636	Oroqen	oroq1238	Altaic	8
641	Nuguria	nuku1259	Austronesian	8
642	Takuu	taku1257	Austronesian	8
692	Budukh	budu1248	Northeast Caucasian	8
703	Tai Lue	luuu1242	Kra–Dai	8
757	Northern Sami	nort2671	Uralic	8
822	Dolgan	dolg1241	Altaic	8
851	Tuamotu	tuam1242	Austronesian	8
857	Mangareva	mang1401	Austronesian	8
877	Soninke	soni1259	Mande	8
895	Manx	manx1243	Indo-European	8
901	Parji	parj1243	Dravidian	8
919	Bontok	bont1247	Austronesian	8
924	Kayan (of Borneo)	kaya1323	Austronesian	8
926	Sundanese	sund1251	Austronesian	8
929	Pamona (Bare’e)	pamo1252	Austronesian	8
937	Manggarai	mang1405	Austronesian	8
951	Classical Nahuatl	class1250	Uto-Aztecan	8
1030	Old Georgian	oldg1234	Kartvelian	8
1145	Gamo	gamo1243	Omotic	8
1190	Mingrelian	ming1252	Kartvelian	8
1230	Low German	lowg1239	Indo-European	8
1238	Iron Ossetian	iron1242	Indo-European	8
1263	Cheyenne	chey1247	Algonquian	8
1292	Tommo So	tomm1242	Niger–Congo	8
1309	Bariai	bari1286	Austronesian	8
1316	Gamilaraay	gami1243	Pama–Nyungan	8
1337	Dakota	dako1258	Siouan	8
1389	Pali	pali1273	Indo-European	8
1439	Western Abenaki	west2630	Algic	8
1531	Urdu	urdu1245	Indo-European	8
1559	Arabela	arab1268	Zaparoan	8
19	Maya	maya1287	Mayan	7
121	Old Uighur	oldu1238	Altaic	7
123	Chagatai	chag1247	Altaic	7
217	Gugu-yimidjir	gugu1255	Pama–Nyungan	7
221	Tsakhur	tsak1249	Northeast Caucasian	7
250	Negidal	negi1245	Altaic	7
374	Haddiya	hadi1240	Afro-Asiatic	7
383	Orok	orok1265	Altaic	7
419	Dan	dann1241	Mande	7
496	Yao (Iu Mien)	iumi1238	Hmong–Mien	7
621	Juhuri (Judeo-Tat)	jude1256	Indo-European	7
623	Mapudungun	mapu1245	Araucanian	7
643	Tikopia	tiko1237	Austronesian	7
661	Karok	karo1304	Hokan	7
662	Waorani	waor1240	Waorani	7
759	Inari Sami	inar1241	Uralic	7
833	Luobohe Miao	luop1235	Hmong–Mien	7
853	Cook Islands Maori (Rarotongan)	raro1241	Austronesian	7
855	Nukuoro	nuku1260	Austronesian	7
902	Kolami	kola1242	Dravidian	7
918	Kankanaey	kank1245	Austronesian	7
920	Itbayaten	itba1237	Austronesian	7
928	Sangir	nort2871	Austronesian	7
954	Arosi	aros1241	Austronesian	7
956	Pazeh	kulo1237	Austronesian	7
996	Northern Haida	haid1248	Haida	7
1092	Ludic Karelian	ludi1246	Uralic	7
1221	Hakka Chinese	hakk1236	Sino-Tibetan	7
1239	Digor Ossetian	digo1242	Indo-European	7
1265	North Frisian	nort2626	Indo-European	7
1277	Yedina (Buduma)	budu1265	Afro-Asiatic	7
1305	Bamu	bamu1257	Kiwaian	7
1334	Francisco León Zoque	fran1266	Mixe–Zoque	7
1341	Shuar	shua1257	Chicham	7
1355	North Alaskan Inuit (Iñupiaq)	inup1234	Eskimo–Aleut	7
1442	Kinyarwanda	kiny1244	Niger–Congo	7
1530	Standard Zhuang	none	Kra-Dai	7
1549	Asturian	astu1245	Indo-European	7
11	Kott	kott1239	Yeniseian	6
102	Buru	buru1303	Austronesian	6
199	Kukatja (Western Australia)	kuka1246	Pama–Nyungan	6
241	Polabian	pola1255	Indo-European	6
271	Khaling	khal1275	Sino-Tibetan	6
273	Palauan	pala1344	Austronesian	6
306	Motu	motu1246	Austronesian	6
313	Beja	beja1238	Afro-Asiatic	6
398	Bamana	bamb1269	Mande	6
519	Cocopa	coco1261	Yuman	6
528	Winnebago	hoch1243	Siouan	6
542	Cornish	corn1251	Indo-European	6
573	Alutor	alut1245	Chukotko-Kamchatkan	6
592	Hani	hani1248	Sino-Tibetan	6
609	Mlabri	mlab1235	Austroasiatic	6
610	Panare	enap1235	Cariban	6
644	Tuvaluan	tuva1244	Austronesian	6
647	Puinave	puin1248	Puinave	6
648	Sirionó	siri1279	Tupian	6
665	Cia-Cia (Butonese)	ciac1237	Austronesian	6
686	Embera	embe1258	Chocoan	6
688	Central Siberian Yupik	cent2128	Eskimo–Aleut	6
699	Ese Ejja	esee1248	Tacanan	6
742	Yaminahua	yami1255	Pano–Tacanan	6
900	Corsican	cors1241	Indo-European	6
903	Gadaba (Kondekor- Mudhili)	mudh1235	Dravidian	6
916	Casiguran Dumagat	casi1235	Austronesian	6
921	Isneg (Isnag)	isna1241	Austronesian	6
934	Karo Batak	bata1293	Austronesian	6
941	Rembong	remb1250	Austronesian	6
973	Mongondow	mong1342	Austronesian	6
976	Yaqay	yaqa1246	Trans–New Guinea	6
1063	Jèrriais (Jersey Norman French)	jerr1238	Indo-European	6
1110	Tucano	tuca1252	Tucanoan	6
1137	Abui	abui1241	Trans–New Guinea	6
1151	Gela (Nggela)	gela1263	Austronesian	6
1186	Sinhalese	sinh1246	Indo-European	6
1197	Wanman (Warnman)	wanm1242	Pama–Nyungan	6
1251	Western Armenian	homs1234	Indo-European	6
1276	Sura (Mwaghavul)	mwag1236	Afro-Asiatic	6
1278	Manipuri (Meitei)	mani1292	Sino-Tibetan	6
1289	Doyayo	doya1240	Niger–Congo	6
1293	Koromfe	koro1298	Niger–Congo	6
1295	So (Uganda)	sooo1256	Saharan	6
1319	Western Desert language (Wati)	wati1241	Pama–Nyungan	6
1331	Coatlan Mixe	coat1239	Mixe–Zoque	6
1348	Cabécar	cabe1245	Chibchan	6
1437	Crow	crow1244	Siouan	6
1449	Chinook Jargon	chin1272	Chinookan-based creol	6
1451	Ingrian	ingr1248	Uralic	6
1452	Võro	none	Uralic	6
1522	Sranan Tongo	sran1240	English-based creole	6
1567	Ik (Icetot)	ikkk1242	Nilo-Saharan	6
1640	Khoekhoe	khoe1242	Khoe-Kwadi	6
17	Chirag Dargwa	chir1284	Northeast Caucasian	5
22	Mandaic	nucl1706	Afro-Asiatic	5
32	Djabugay	dyaa1242	Pama–Nyungan	5
55	Sogdian	sogd1245	Indo-European	5
79	Lushei (Mizo)	lush1249	Sino-Tibetan	5
89	Maltese	malt1254	Afro-Asiatic	5
132	Old Prussian	prus1238	Indo-European	5
265	Yazghulami	yazg1240	Indo-European	5
289	Ulchi	ulch1241	Altaic	5
309	Balochi	east2304	Indo-European	5
394	Ingria Finnish	sout1743	Uralic	5
410	Djinang	djin1253	Pama–Nyungan	5
412	Northern Sotho	nort3233	Atlantic–Congo	5
437	Wubuy (Nunggubuyu)	nung1290	Macro-Gunwinyguan	5
508	Barbareño	barb1263	Chumashan	5
526	Highland Oaxaca Chontal	high1242	Hokan	5
570	Central Bolivian Quechua	sout2991	Quechuan	5
604	Tuyuca	tuyu1244	Tucanoan	5
613	Angami	anga1288	Sino-Tibetan	5
619	Chácobo	chac1251	Panoan	5
632	Bolyu (Paliu)	boly1239	Austroasiatic	5
649	Zhuang-Longzhou (Central Tai)	deba1238	Kra–Dai	5
652	Phong	phon1246	Austroasiatic	5
655	Mbunga	mbun1248	Atlantic–Congo	5
663	Ayoreo	ayor1240	Zamucoan	5
678	Sui	suii1243	Kra–Dai	5
689	Itonama	iton1250	Itonama	5
695	Iraqw	iraq1241	Afro-Asiatic	5
696	Paez	paez1247	Paez	5
739	Yagua	yagu1244	Peba–Yaguan	5
741	Catuquina (Kanamarí)	kana1291	Harákmbut–Katukinan	5
750	Ninam	nina1238	Yanomaman	5
786	Sanapaná	sana1298	Mascoian	5
795	Alorese	alor1247	Austronesian	5
818	Votic	voti1245	Uralic	5
837	Scots	scot1243	Indo-European	5
868	Nyangumarta	nyan1303	Pama–Nyungan	5
872	Mandinka	mand1436	Mande	5
908	Kambera	kamb1299	Austronesian	5
915	Ibaloy	ibal1244	Austronesian	5
917	Ifugaw	ifug1247	Austronesian	5
922	Yami	yami1254	Austronesian	5
935	Puyuma	puyu1239	Austronesian	5
939	Ngaju Dayak	ngaj1237	Austronesian	5
945	Chibcha (Muisca)	chib1270	Chibchan	5
946	Simeulue (Simalur)	sime1241	Austronesian	5
960	Aklanon	akla1240	Austronesian	5
965	Hawu (Sabu)	sabu1255	Austronesian	5
966	Tetum (Tetun)	tetu1245	Austronesian	5
1029	Gorontalo	goro1259	Austronesian	5
1069	Yucatec Maya	yuca1254	Mayan	5
1074	Ignaciano	moxo1234	Arawakan	5
1094	Old Polish	oldp1256	Indo-European	5
1116	Barasana	bara1380	Tucanoan	5
1128	Wanano (Guanano, Piratapuyo)	wana1272	Tucanoan	5
1193	Inkhokvari	inxo1238	Northeast Caucasian	5
1212	Aymara	nucl1667	Aymaran	5
1215	Tehuelche	tehu1242	Chonan	5
1244	Chickasaw	chic1270	Muskogean	5
1262	Afar	Afroasiatic	Cushitic	5
1291	Gbaya	gbay1279	Niger–Congo	5
1302	ǃKhong (ǃXóõ, Taa )	taa1242	Khoisan	5
1306	Wantoat	want1252	Trans–New Guinea	5
1317	Diyari	dier1241	Pama–Nyungan	5
1330	Totontepec Mixe	toto1305	Mixe–Zoque	5
1338	Coast Tsimshian (Shm’algyack)	coas1300	Tsimshianic	5
1440	Ga	gaaa1244	Niger–Congo	5
1575	Pacoh	paco1243	Austroasiatic	5
1596	Sindhi	sind1272	Indo-European	5
1687	Ubykh	ubyk1235	Northwest Caucasian	5
25	Kayardild	kaya1319	Tangkic	4
33	Zotung	zotu1235	Sino-Tibetan	4
53	Sabaic	saba1279	Afro-Asiatic	4
54	Komi-Permyak	komi1269	Uralic	4
65	Argobba	argo1244	Afro-Asiatic	4
74	Sardinian	sard1257	Indo-European	4
104	Chang	chan1313	Sino-Tibetan	4
227	Old Persian	oldp1254	Indo-European	4
315	Oroch	oroc1248	Altaic	4
318	Wik-Mungkan	wikm1247	Pama–Nyungan	4
327	Wakhi	wakh1245	Indo-European	4
332	Tocharian A	tokh1241	Indo-European	4
334	Acehnese	achi1257	Austronesian	4
335	Zway	zayy1238	Afro-Asiatic	4
388	Tangut	tang1334	Sino-Tibetan	4
431	Kunwinjku	guma1252	Arnhem	4
432	Bandjalangic	band1339	Pama–Nyungan	4
434	Aranda	aran1263	Pama–Nyungan	4
442	Warumungu	waru1265	Pama–Nyungan	4
447	Forest Nenets	fore1266	Uralic	4
451	Cuicatec	cuic1234	Oto-Manguean	4
465	Kobon	kobo1249	Trans–New Guinea	4
507	Ineseño	ines1240	Chumashan	4
513	Kawaiisu	kawa1283	Uto-Aztecan	4
566	Wayuu (Guajiro)	wayu1243	Arawakan	4
585	Kwakw’ala	kwak1269	Wakashan	4
601	Meriam (Eastern Torres Strait)	meri1244	Trans-Fly	4
616	Polci	nyam1284	Afro-Asiatic	4
618	Waurá	waur1244	Arawakan	4
627	Nung (Tai)	nung1283	Kra–Dai	4
638	Yangliu	yang1304	Sino-Tibetan	4
645	West Futuna (Futuna-Aniwa)	futu1245	Austronesian	4
654	Mambwe	mamb1296	Atlantic–Congo	4
656	Suba	suba1252	Atlantic–Congo	4
664	Bulang (Blang)	blan1242	Austroasiatic	4
698	Siona	sion1247	Tucanoan	4
701	Uncunwee (Ghulfan)	ghul1238	Eastern Sudanic	4
705	Hlai (Baoting)	nucl1241	Kra–Dai	4
708	Kemie	kemi1240	Austroasiatic	4
743	Mocoví	moco1246	Guaicuruan	4
745	Buyang	buya1244	Kra–Dai	4
746	Surin Khmer (Northern Khmer)	nort2684	Austroasiatic	4
755	Chong	chon1284	Austroasiatic	4
761	Nivaclé	niva1238	Matacoan	4
794	Aché	ache1246	Tupian	4
801	Kumbewaha	kumb1274	Austronesian	4
836	Friulian	friu1240	Indo-European	4
849	Penrhyn	penr1237	Austronesian	4
850	Vaeakau-Taumako (Pileni)	pile1238	Austronesian	4
852	Sikaiana	sika1261	Austronesian	4
856	Rakahanga-Manihiki	raka1237	Austronesian	4
858	Kapingamarangi 	kapi1249	Austronesian	4
